Unnamed: 0,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
10,Jo-Wilfried Tsonga,287.2,60.4%,80.2%,51.6%,86.3%,11.0,2.3,2019,serve,,,,,
11,Stan Wawrinka,285.3,59.1%,76.4%,55.4%,86.4%,9.8,1.8,2019,serve,,,,,
12,Stefanos Tsitsipas,283.6,63.8%,76.3%,53.1%,85.5%,7.1,2.2,2019,serve,,,,,
13,Roberto Bautista Agut,281.3,65.9%,72.8%,56.0%,84.4%,3.9,1.7,2019,serve,,,,,
14,Dominic Thiem,280.6,65.8%,73.1%,55.2%,83.8%,4.8,2.1,2019,serve,,,,,
15,Jan-Lennard Struff,279.7,55.6%,79.0%,51.9%,85.0%,11.0,2.8,2019,serve,,,,,
16,Daniil Medvedev,279.6,59.8%,75.6%,54.6%,84.1%,8.7,3.2,2019,serve,,,,,
17,Pablo Carreno Busta,278.3,67.8%,71.0%,52.7%,84.1%,4.6,1.9,2019,serve,,,,,
18,Borna Coric,278.0,62.6%,73.8%,53.4%,83.3%,7.4,2.5,2019,serve,,,,,
19,Hubert Hurkacz,276.9,64.8%,73.2%,51.8%,82.7%,7.3,2.9,2019,serve,,,,,
20,Taylor Fritz,276.8,58.5%,76.3%,51.3%,83.9%,9.2,2.4,2019,serve,,,,,
21,Lorenzo Sonego,276.5,62.6%,74.4%,51.9%,83.0%,6.5,1.9,2019,serve,,,,,
22,Denis Shapovalov,276.0,59.6%,76.2%,52.3%,84.3%,7.7,4.1,2019,serve,,,,,
23,Alex de Minaur,275.2,60.7%,73.9%,55.3%,83.8%,3.9,2.4,2019,serve,,,,,
24,Jordan Thompson,275.2,66.7%,71.5%,50.6%,82.1%,6.2,1.9,2019,serve,,,,,
25,Jeremy Chardy,274.4,62.4%,74.4%,49.5%,82.9%,9.2,4.0,2019,serve,,,,,
26,Nicolas Jarry,274.3,62.5%,71.5%,52.7%,81.6%,8.8,2.8,2019,serve,,,,,
27,Felix Auger-Aliassime,274.2,65.3%,74.6%,48.7%,81.3%,9.0,4.7,2019,serve,,,,,
28,Tallon Griekspoor,273.3,71.3%,69.1%,51.3%,82.6%,1.0,2.0,2019,serve,,,,,
29,Karen Khachanov,272.9,62.1%,73.0%,51.8%,81.6%,7.6,3.2,2019,serve,,,,,
30,Leonardo Mayer,272.5,58.3%,74.9%,53.3%,83.1%,7.9,5.0,2019,serve,,,,,
31,Grigor Dimitrov,271.9,63.0%,74.4%,50.0%,81.5%,7.1,4.1,2019,serve,,,,,
32,Gael Monfils,271.9,65.2%,71.6%,50.5%,81.8%,6.8,4.0,2019,serve,,,,,
33,Miomir Kecmanovic,271.6,61.3%,72.2%,54.9%,81.8%,3.6,2.2,2019,serve,,,,,
34,Frances Tiafoe,270.6,65.8%,70.6%,51.1%,79.4%,5.9,2.2,2019,serve,,,,,
35,Ugo Humbert,270.4,59.8%,73.8%,51.6%,81.0%,7.6,3.4,2019,serve,,,,,
36,Philipp Kohlschreiber,270.4,60.9%,70.9%,54.5%,81.1%,4.8,1.8,2019,serve,,,,,
37,Lucas Pouille,270.3,58.7%,72.9%,53.0%,82.2%,7.2,3.7,2019,serve,,,,,
38,Fernando Verdasco,270.3,63.9%,71.9%,49.5%,81.0%,7.7,3.7,2019,serve,,,,,
39,Marin Cilic,270.1,58.1%,77.1%,47.9%,82.3%,9.7,5.0,2019,serve,,,,,
40,Alexander Zverev,269.9,66.8%,74.7%,44.1%,79.5%,10.7,5.9,2019,serve,,,,,
41,Filip Krajinovic,269.8,65.8%,69.7%,51.8%,78.7%,5.3,1.5,2019,serve,,,,,
42,Alexei Popyrin,269.8,61.0%,73.2%,50.7%,80.6%,8.3,4.0,2019,serve,,,,,
43,Steve Johnson,269.3,58.7%,73.5%,52.3%,81.4%,6.2,2.8,2019,serve,,,,,
44,Tommy Paul,269.3,61.0%,69.2%,57.4%,78.3%,4.2,0.8,2019,serve,,,,,
45,Guido Pella,268.9,66.5%,68.3%,53.1%,78.3%,4.9,2.2,2019,serve,,,,,
46,Juan Ignacio Londero,268.7,60.5%,70.8%,54.8%,80.8%,4.5,2.7,2019,serve,,,,,
47,Tennys Sandgren,268.0,60.6%,73.6%,48.4%,79.3%,9.0,2.9,2019,serve,,,,,
48,Andrey Rublev,267.9,59.0%,73.7%,51.2%,81.0%,6.1,3.1,2019,serve,,,,,
49,Kyle Edmund,267.7,62.2%,71.2%,51.6%,79.7%,5.1,2.1,2019,serve,,,,,
50,Casper Ruud,267.3,65.4%,70.1%,51.8%,79.2%,3.8,3.0,2019,serve,,,,,
1,John Isner,320.9,69.5%,80.9%,56.8%,93.6%,22.5,2.4,2018,serve,,,,,
2,Milos Raonic,307.3,63.2%,83.0%,56.8%,90.8%,17.5,4.0,2018,serve,,,,,
3,Nick Kyrgios,303.0,64.9%,78.9%,54.2%,90.0%,19.8,4.8,2018,serve,,,,,
4,Kevin Anderson,301.1,64.6%,79.4%,54.3%,89.1%,16.4,2.7,2018,serve,,,,,
5,Roger Federer,299.2,62.0%,80.2%,58.6%,91.1%,9.2,1.9,2018,serve,,,,,
6,Juan Martin del Potro,290.5,65.4%,76.9%,53.1%,87.6%,9.3,1.8,2018,serve,,,,,
7,Sam Querrey,288.5,58.0%,81.6%,50.8%,87.5%,14.3,3.7,2018,serve,,,,,
8,Novak Djokovic,287.3,66.2%,74.3%,56.6%,87.2%,5.3,2.3,2018,serve,,,,,
9,Karen Khachanov,287.2,64.5%,76.4%,52.3%,86.4%,9.9,2.3,2018,serve,,,,,
10,Marin Cilic,286.0,59.2%,79.0%,53.7%,87.0%,10.2,3.1,2018,serve,,,,,
11,Rafael Nadal,284.2,65.8%,71.7%,59.6%,86.4%,2.6,1.9,2018,serve,,,,,
12,Marius Copil,283.5,57.8%,77.4%,53.6%,85.2%,12.8,3.3,2018,serve,,,,,
13,Ugo Humbert,279.9,58.4%,73.8%,55.9%,84.6%,10.6,3.4,2018,serve,,,,,
14,Borna Coric,279.5,64.0%,73.3%,54.6%,83.5%,6.0,1.9,2018,serve,,,,,
15,Nicolas Jarry,279.1,63.7%,73.5%,52.4%,83.0%,9.6,3.1,2018,serve,,,,,
16,Matteo Berrettini,278.7,62.1%,75.0%,52.7%,83.3%,7.7,2.1,2018,serve,,,,,
17,Denis Istomin,278.5,68.7%,71.8%,51.4%,82.4%,5.7,1.5,2018,serve,,,,,
18,Alexander Zverev,278.5,64.2%,74.4%,52.4%,82.9%,7.5,2.9,2018,serve,,,,,
19,Kyle Edmund,277.4,59.7%,75.1%,53.8%,84.4%,6.9,2.5,2018,serve,,,,,
20,Stefanos Tsitsipas,277.3,58.1%,75.3%,54.4%,85.2%,6.8,2.5,2018,serve,,,,,
21,Dominic Thiem,276.5,58.7%,76.1%,52.7%,85.2%,7.3,3.5,2018,serve,,,,,
22,Steve Johnson,276.0,57.9%,74.7%,53.7%,85.8%,7.1,3.2,2018,serve,,,,,
23,Ryan Harrison,275.8,59.9%,74.5%,52.6%,83.3%,8.8,3.3,2018,serve,,,,,
24,Philipp Kohlschreiber,274.7,61.6%,70.9%,56.6%,82.1%,5.3,1.8,2018,serve,,,,,
25,Jeremy Chardy,274.4,63.2%,75.4%,48.8%,82.7%,8.5,4.2,2018,serve,,,,,
26,Feliciano Lopez,274.3,59.9%,76.8%,47.5%,81.4%,11.8,3.1,2018,serve,,,,,
27,Leonardo Mayer,273.5,61.7%,73.7%,52.8%,82.1%,6.5,3.3,2018,serve,,,,,
28,Frances Tiafoe,273.5,61.3%,72.6%,52.9%,81.8%,7.8,2.9,2018,serve,,,,,
29,Pierre-Hugues Herbert,273.0,62.2%,73.1%,50.6%,82.8%,8.3,4.0,2018,serve,,,,,
30,Stan Wawrinka,273.0,58.6%,73.3%,53.5%,82.6%,7.5,2.5,2018,serve,,,,,
31,Gael Monfils,271.7,66.2%,71.8%,49.7%,80.6%,7.8,4.4,2018,serve,,,,,
32,Tennys Sandgren,271.5,61.3%,73.8%,49.8%,80.8%,8.3,2.5,2018,serve,,,,,
33,Guido Pella,271.2,64.3%,70.8%,53.0%,78.6%,6.4,1.9,2018,serve,,,,,
34,Jiri Vesely,270.9,66.0%,71.5%,48.9%,81.0%,7.7,4.2,2018,serve,,,,,
35,Cameron Norrie,270.8,64.7%,72.2%,49.8%,82.8%,4.7,3.4,2018,serve,,,,,
36,Maximilian Marterer,270.7,61.7%,69.8%,54.6%,80.5%,6.2,2.1,2018,serve,,,,,
37,Lorenzo Sonego,269.9,62.7%,72.7%,49.8%,79.2%,8.4,2.9,2018,serve,,,,,
38,Kei Nishikori,269.4,60.3%,71.5%,54.9%,81.4%,3.6,2.3,2018,serve,,,,,
39,Lucas Pouille,269.4,56.5%,75.0%,50.0%,82.7%,9.1,3.9,2018,serve,,,,,
40,Jan-Lennard Struff,269.3,56.4%,76.7%,49.5%,80.7%,10.3,4.3,2018,serve,,,,,
41,Taylor Fritz,268.9,59.8%,73.9%,49.2%,79.8%,8.9,2.7,2018,serve,,,,,
42,Roberto Bautista Agut,268.8,63.5%,71.5%,52.5%,80.1%,3.2,2.0,2018,serve,,,,,
43,Grigor Dimitrov,268.7,61.9%,74.4%,48.3%,81.6%,7.7,5.2,2018,serve,,,,,
44,Tommy Paul,268.3,63.4%,70.2%,50.8%,82.6%,4.3,3.0,2018,serve,,,,,
45,Marco Cecchinato,268.1,68.5%,69.5%,49.1%,78.2%,5.4,2.6,2018,serve,,,,,
46,Denis Shapovalov,268.0,56.7%,75.7%,51.6%,82.2%,7.6,5.8,2018,serve,,,,,
47,Marcos Giron,266.8,64.5%,62.5%,56.8%,80.0%,4.0,1.0,2018,serve,,,,,
48,Richard Gasquet,266.6,61.9%,71.3%,51.0%,79.0%,5.5,2.1,2018,serve,,,,,
49,Daniil Medvedev,266.2,57.5%,73.8%,51.0%,81.0%,6.8,3.9,2018,serve,,,,,
50,Dusan Lajovic,265.9,64.7%,68.0%,53.0%,78.0%,3.8,1.6,2018,serve,,,,,
1,John Isner,317.6,70.8%,79.9%,56.5%,92.9%,19.7,2.2,2017,serve,,,,,
2,Ivo Karlovic,312.8,65.1%,82.3%,56.3%,93.3%,20.9,5.1,2017,serve,,,,,
3,Roger Federer,300.5,62.2%,79.8%,59.4%,91.3%,9.6,1.8,2017,serve,,,,,
4,Milos Raonic,300.0,64.2%,79.3%,55.9%,90.2%,13.8,3.4,2017,serve,,,,,
5,Kevin Anderson,299.4,64.6%,79.0%,54.3%,90.4%,13.9,2.8,2017,serve,,,,,
6,Nick Kyrgios,294.6,63.7%,78.9%,54.9%,88.6%,12.1,3.6,2017,serve,,,,,
7,Gilles Muller,294.5,62.4%,80.1%,51.4%,89.8%,14.7,3.9,2017,serve,,,,,
8,Rafael Nadal,294.4,68.0%,73.9%,61.2%,89.2%,3.7,1.6,2017,serve,,,,,
9,Jo-Wilfried Tsonga,289.7,60.8%,80.0%,52.9%,88.4%,9.9,2.3,2017,serve,,,,,
10,Marin Cilic,284.2,58.5%,79.6%,52.8%,85.1%,11.3,3.1,2017,serve,,,,,
11,Sam Querrey,284.0,57.4%,80.2%,50.9%,85.2%,13.5,3.2,2017,serve,,,,,
12,Grigor Dimitrov,283.9,63.0%,77.5%,52.1%,86.7%,8.3,3.7,2017,serve,,,,,
13,Tomas Berdych,282.4,58.4%,78.5%,53.2%,86.9%,7.8,2.4,2017,serve,,,,,
14,Juan Martin del Potro,281.8,64.4%,75.7%,50.8%,84.7%,8.5,2.3,2017,serve,,,,,
15,Alexander Zverev,281.1,64.0%,74.5%,53.2%,84.8%,8.1,3.5,2017,serve,,,,,
16,Novak Djokovic,278.0,66.0%,72.6%,53.4%,83.8%,4.1,1.9,2017,serve,,,,,
17,Stan Wawrinka,277.6,59.8%,72.5%,56.4%,83.9%,7.2,2.2,2017,serve,,,,,
18,Feliciano Lopez,277.1,59.3%,76.9%,50.2%,82.7%,10.9,2.9,2017,serve,,,,,
19,Denis Shapovalov,276.9,58.6%,75.2%,53.9%,84.2%,9.7,4.7,2017,serve,,,,,
20,Horacio Zeballos,275.8,63.8%,71.9%,54.5%,82.0%,5.8,2.2,2017,serve,,,,,
21,Steve Johnson,274.9,59.6%,76.1%,50.9%,83.8%,8.0,3.5,2017,serve,,,,,
22,Dusan Lajovic,274.8,69.1%,68.1%,54.8%,80.7%,3.5,1.4,2017,serve,,,,,
23,Borna Coric,274.1,62.4%,71.6%,53.4%,83.4%,5.8,2.5,2017,serve,,,,,
24,Philipp Kohlschreiber,273.9,59.5%,75.9%,52.0%,83.3%,5.3,2.1,2017,serve,,,,,
25,Aljaz Bedene,273.7,59.3%,75.1%,52.4%,81.0%,7.9,2.0,2017,serve,,,,,
26,Denis Istomin,273.3,65.7%,72.3%,48.9%,79.6%,8.4,1.6,2017,serve,,,,,
27,Dominic Thiem,272.3,58.8%,74.8%,52.6%,83.1%,6.1,3.1,2017,serve,,,,,
28,Lucas Pouille,272.0,56.1%,75.2%,53.1%,83.1%,8.5,4.0,2017,serve,,,,,
29,Tommy Paul,271.7,64.8%,70.4%,53.9%,79.7%,5.8,2.9,2017,serve,,,,,
30,Mischa Zverev,271.5,65.3%,71.5%,50.0%,81.0%,6.4,2.7,2017,serve,,,,,
31,Gael Monfils,270.9,62.4%,72.3%,50.4%,80.6%,9.2,4.0,2017,serve,,,,,
32,Kyle Edmund,270.5,58.3%,73.9%,52.8%,82.8%,5.6,2.9,2017,serve,,,,,
33,Taylor Fritz,270.5,56.6%,73.3%,53.3%,81.7%,8.2,2.6,2017,serve,,,,,
34,Richard Gasquet,270.1,62.4%,71.8%,52.7%,82.1%,3.1,2.0,2017,serve,,,,,
35,Jack Sock,269.2,59.6%,72.7%,52.7%,81.4%,6.8,4.0,2017,serve,,,,,
36,Roberto Bautista Agut,268.5,63.3%,70.2%,54.8%,79.5%,2.9,2.2,2017,serve,,,,,
37,Guido Pella,268.0,65.2%,69.2%,52.0%,79.2%,4.8,2.4,2017,serve,,,,,
38,Jeremy Chardy,267.9,63.3%,73.0%,49.1%,79.0%,7.8,4.3,2017,serve,,,,,
39,Alexandr Dolgopolov,267.4,56.3%,74.4%,52.2%,80.8%,6.5,2.8,2017,serve,,,,,
40,Kei Nishikori,267.3,62.1%,71.4%,52.1%,80.7%,3.3,2.3,2017,serve,,,,,
41,Fernando Verdasco,267.2,68.3%,69.9%,50.4%,78.0%,4.0,3.4,2017,serve,,,,,
42,Nicolas Mahut,266.9,61.0%,71.1%,52.0%,79.1%,6.5,2.8,2017,serve,,,,,
43,Jan-Lennard Struff,266.9,53.3%,77.8%,49.9%,81.9%,8.3,4.3,2017,serve,,,,,
44,David Goffin,266.8,57.6%,73.3%,52.3%,80.6%,5.8,2.8,2017,serve,,,,,
45,Andy Murray,266.8,59.5%,72.1%,52.9%,79.3%,5.8,2.8,2017,serve,,,,,
46,Robin Haase,266.6,59.5%,73.3%,50.8%,78.7%,7.3,3.0,2017,serve,,,,,
47,Karen Khachanov,266.2,57.0%,74.1%,50.6%,80.1%,7.9,3.5,2017,serve,,,,,
48,Pablo Carreno Busta,266.0,67.5%,67.1%,52.3%,77.3%,3.5,1.7,2017,serve,,,,,
49,Frances Tiafoe,265.8,58.7%,70.9%,52.5%,78.7%,8.1,3.1,2017,serve,,,,,
50,Marcos Baghdatis,264.3,53.3%,76.3%,49.2%,81.3%,7.7,3.5,2017,serve,,,,,
1,John Isner,319.7,69.3%,82.2%,54.5%,93.2%,23.2,2.7,2016,serve,,,,,
2,Ivo Karlovic,310.4,64.3%,82.1%,55.6%,92.7%,20.9,5.2,2016,serve,,,,,
3,Milos Raonic,299.4,64.1%,80.0%,55.3%,90.6%,12.7,3.3,2016,serve,,,,,
4,Nick Kyrgios,297.1,66.4%,76.0%,55.1%,88.7%,13.8,2.9,2016,serve,,,,,
5,Gilles Muller,293.8,60.6%,81.2%,52.7%,87.8%,15.1,3.6,2016,serve,,,,,
6,Sam Querrey,285.3,58.5%,79.9%,51.6%,85.3%,13.1,3.1,2016,serve,,,,,
7,Marin Cilic,284.3,55.3%,79.5%,54.8%,86.9%,10.2,2.4,2016,serve,,,,,
8,Jo-Wilfried Tsonga,283.8,60.3%,78.3%,51.6%,87.7%,9.1,3.2,2016,serve,,,,,
9,Kevin Anderson,282.8,59.3%,77.1%,52.5%,85.3%,13.0,4.4,2016,serve,,,,,
10,Novak Djokovic,282.3,65.0%,73.3%,56.4%,86.2%,3.8,2.4,2016,serve,,,,,
11,Casper Ruud,282.3,62.7%,73.0%,63.6%,80.0%,6.0,3.0,2016,serve,,,,,
12,Juan Martin del Potro,282.1,64.6%,75.9%,53.3%,83.9%,6.8,2.4,2016,serve,,,,,
13,Jiri Vesely,280.9,64.5%,72.2%,55.5%,83.6%,8.3,3.2,2016,serve,,,,,
14,Gael Monfils,280.0,63.9%,74.7%,52.7%,83.4%,8.1,2.8,2016,serve,,,,,
15,Stan Wawrinka,280.0,58.3%,74.8%,56.3%,86.0%,7.1,2.5,2016,serve,,,,,
16,Pablo Cuevas,279.9,61.1%,74.7%,55.0%,84.5%,7.6,3.0,2016,serve,,,,,
17,Steve Johnson,279.7,61.1%,74.5%,54.0%,84.3%,8.4,2.6,2016,serve,,,,,
18,Andy Murray,279.1,59.8%,76.3%,53.9%,85.1%,6.6,2.6,2016,serve,,,,,
19,Feliciano Lopez,278.0,58.2%,76.7%,51.0%,84.3%,11.0,3.2,2016,serve,,,,,
20,Tomas Berdych,277.1,57.3%,78.3%,51.2%,84.9%,8.4,3.0,2016,serve,,,,,
21,Bernard Tomic,276.6,65.6%,73.0%,48.4%,82.5%,9.4,2.3,2016,serve,,,,,
22,Dusan Lajovic,274.9,66.4%,70.9%,53.9%,81.5%,4.2,2.0,2016,serve,,,,,
23,Dominic Thiem,274.9,61.5%,73.6%,54.1%,82.7%,5.9,2.9,2016,serve,,,,,
24,Rafael Nadal,274.8,70.4%,68.5%,54.4%,81.0%,2.2,1.7,2016,serve,,,,,
25,Jack Sock,274.8,58.5%,74.8%,54.3%,84.2%,6.7,3.7,2016,serve,,,,,
26,Guido Pella,273.6,68.0%,68.5%,53.7%,80.8%,5.4,2.8,2016,serve,,,,,
27,Grigor Dimitrov,272.4,63.9%,72.3%,52.4%,81.4%,5.7,3.3,2016,serve,,,,,
28,Kei Nishikori,272.3,60.8%,72.1%,55.3%,83.1%,3.3,2.3,2016,serve,,,,,
29,Karen Khachanov,271.7,57.2%,74.1%,52.6%,82.5%,8.4,3.1,2016,serve,,,,,
30,Nicolas Mahut,269.9,61.0%,74.3%,50.8%,81.1%,5.3,2.6,2016,serve,,,,,
31,Roberto Bautista Agut,269.2,65.4%,69.3%,53.2%,80.1%,3.4,2.2,2016,serve,,,,,
32,Borna Coric,268.7,62.9%,70.2%,54.7%,76.9%,6.1,2.1,2016,serve,,,,,
33,Philipp Kohlschreiber,268.3,59.2%,73.1%,52.2%,81.0%,5.1,2.3,2016,serve,,,,,
34,Nicolas Almagro,268.2,54.3%,75.1%,51.8%,80.9%,10.1,4.0,2016,serve,,,,,
35,Rajeev Ram,268.1,63.4%,71.7%,49.9%,79.0%,7.1,3.0,2016,serve,,,,,
36,Fernando Verdasco,268.0,63.6%,72.2%,49.7%,80.1%,6.3,3.9,2016,serve,,,,,
37,Viktor Troicki,267.9,61.5%,72.6%,49.1%,78.5%,8.4,2.2,2016,serve,,,,,
38,Richard Gasquet,266.9,62.2%,70.6%,53.3%,79.0%,3.7,1.9,2016,serve,,,,,
39,Lukas Rosol,266.4,60.1%,71.3%,51.6%,79.8%,6.8,3.2,2016,serve,,,,,
40,Juan Monaco,266.1,73.8%,63.8%,53.7%,73.9%,2.0,1.1,2016,serve,,,,,
41,Frances Tiafoe,266.0,64.9%,69.0%,53.0%,76.0%,5.7,2.6,2016,serve,,,,,
42,Alexander Zverev,266.0,61.6%,71.7%,50.5%,80.4%,6.3,4.5,2016,serve,,,,,
43,Jordan Thompson,265.9,57.9%,74.8%,51.1%,79.1%,5.8,2.8,2016,serve,,,,,
44,Jeremy Chardy,265.2,59.4%,74.7%,48.7%,79.3%,8.2,5.1,2016,serve,,,,,
45,Lucas Pouille,265.2,54.9%,74.2%,50.8%,80.4%,8.5,3.6,2016,serve,,,,,
46,Aljaz Bedene,264.0,57.6%,73.6%,49.3%,77.3%,9.1,2.9,2016,serve,,,,,
47,Robin Haase,264.0,59.6%,72.5%,49.8%,77.9%,6.6,2.4,2016,serve,,,,,
48,Andrey Kuznetsov,263.9,55.6%,74.3%,51.9%,80.0%,5.4,3.3,2016,serve,,,,,
49,Kyle Edmund,263.7,59.3%,72.1%,51.2%,77.9%,6.1,2.9,2016,serve,,,,,
50,John Millman,263.6,63.7%,66.7%,54.5%,76.0%,4.4,1.7,2016,serve,,,,,
1,Ivo Karlovic,323.1,66.6%,84.6%,57.0%,95.5%,23.0,3.6,2015,serve,,,,,
2,John Isner,317.1,70.3%,79.2%,57.6%,93.3%,18.5,1.8,2015,serve,,,,,
3,Milos Raonic,309.4,63.6%,81.3%,57.7%,94.0%,15.8,3.0,2015,serve,,,,,
4,Roger Federer,299.7,63.9%,80.1%,57.2%,91.9%,8.3,1.7,2015,serve,,,,,
5,Kevin Anderson,297.0,63.4%,79.5%,53.6%,88.6%,15.3,3.4,2015,serve,,,,,
6,Novak Djokovic,294.3,66.4%,74.4%,60.2%,89.5%,5.4,1.6,2015,serve,,,,,
7,Jo-Wilfried Tsonga,291.1,62.3%,78.8%,54.1%,88.1%,10.6,2.8,2015,serve,,,,,
8,Sam Groth,290.7,62.3%,78.6%,52.2%,86.2%,16.0,4.6,2015,serve,,,,,
9,Gilles Muller,288.7,60.8%,79.9%,50.6%,87.2%,13.9,3.7,2015,serve,,,,,
10,Sam Querrey,288.1,59.9%,78.2%,54.0%,85.8%,13.8,3.6,2015,serve,,,,,
11,Nick Kyrgios,287.9,64.1%,75.5%,52.7%,86.9%,12.1,3.4,2015,serve,,,,,
12,Richard Gasquet,284.0,62.6%,76.0%,55.3%,86.4%,5.5,1.8,2015,serve,,,,,
13,Marin Cilic,283.4,58.7%,78.2%,51.9%,85.2%,12.0,2.6,2015,serve,,,,,
14,Vasek Pospisil,282.6,58.4%,77.6%,53.0%,86.1%,10.8,3.3,2015,serve,,,,,
15,Feliciano Lopez,281.3,57.3%,76.5%,53.5%,84.9%,12.7,3.6,2015,serve,,,,,
16,Leonardo Mayer,281.2,64.0%,74.5%,53.6%,85.4%,6.7,3.0,2015,serve,,,,,
17,Steve Johnson,280.7,59.8%,75.9%,53.7%,84.3%,9.8,2.8,2015,serve,,,,,
18,Bernard Tomic,280.6,66.2%,72.8%,50.3%,83.7%,9.1,1.5,2015,serve,,,,,
19,Stan Wawrinka,279.9,56.4%,76.4%,55.6%,86.0%,8.0,2.5,2015,serve,,,,,
20,Gael Monfils,279.7,64.1%,73.6%,51.7%,84.4%,8.9,3.0,2015,serve,,,,,
21,Simone Bolelli,279.4,66.1%,72.1%,54.5%,84.1%,4.2,1.6,2015,serve,,,,,
22,Rafael Nadal,279.1,68.0%,71.7%,55.4%,83.3%,2.8,2.1,2015,serve,,,,,
23,Tomas Berdych,278.6,56.4%,77.4%,54.5%,84.9%,7.4,2.0,2015,serve,,,,,
24,Fernando Verdasco,277.9,64.6%,73.8%,52.2%,83.7%,7.7,4.1,2015,serve,,,,,
25,Andy Murray,277.8,61.9%,75.2%,52.2%,84.0%,6.7,2.2,2015,serve,,,,,
26,Roberto Bautista Agut,277.3,64.9%,71.7%,55.7%,83.1%,3.8,1.9,2015,serve,,,,,
27,Kei Nishikori,277.3,59.9%,74.8%,54.7%,85.8%,4.6,2.5,2015,serve,,,,,
28,Philipp Kohlschreiber,277.0,63.0%,71.6%,56.6%,82.0%,5.3,1.5,2015,serve,,,,,
29,Viktor Troicki,276.4,63.4%,74.2%,50.0%,80.8%,10.0,2.0,2015,serve,,,,,
30,Grigor Dimitrov,276.0,62.0%,75.2%,51.7%,82.6%,7.3,2.8,2015,serve,,,,,
31,Dominic Thiem,273.9,57.0%,74.7%,54.8%,83.8%,5.9,2.3,2015,serve,,,,,
32,Jeremy Chardy,273.3,62.2%,74.7%,51.3%,81.9%,7.5,4.3,2015,serve,,,,,
33,Jiri Vesely,272.8,64.8%,72.1%,51.7%,80.4%,6.8,3.0,2015,serve,,,,,
34,Jerzy Janowicz,271.8,65.7%,72.5%,47.7%,81.1%,9.3,4.5,2015,serve,,,,,
35,Alexandr Dolgopolov,270.2,59.0%,74.1%,51.8%,81.1%,7.0,2.8,2015,serve,,,,,
36,Denis Istomin,270.0,63.7%,72.0%,50.8%,79.2%,5.6,1.3,2015,serve,,,,,
37,Sergiy Stakhovsky,269.2,61.9%,71.7%,50.6%,80.9%,6.5,2.4,2015,serve,,,,,
38,Jack Sock,268.9,56.8%,75.2%,52.9%,83.2%,5.9,5.1,2015,serve,,,,,
39,David Ferrer,265.5,62.4%,70.1%,53.7%,80.0%,2.2,2.9,2015,serve,,,,,
40,Nicolas Almagro,265.4,57.2%,73.4%,50.6%,79.6%,7.6,3.0,2015,serve,,,,,
41,Pablo Cuevas,265.2,60.1%,70.3%,51.9%,79.9%,5.8,2.8,2015,serve,,,,,
42,Ricardas Berankis,264.5,57.3%,72.2%,53.0%,80.4%,5.4,3.8,2015,serve,,,,,
43,Marcos Baghdatis,264.3,54.5%,74.6%,51.1%,79.9%,7.8,3.6,2015,serve,,,,,
44,Adrian Mannarino,264.3,61.4%,70.8%,52.1%,78.1%,4.4,2.5,2015,serve,,,,,
45,Juan Monaco,263.9,72.7%,63.7%,52.6%,74.2%,2.1,1.4,2015,serve,,,,,
46,Tommy Robredo,263.7,62.7%,70.4%,51.4%,77.5%,3.7,2.0,2015,serve,,,,,
47,Pablo Carreno Busta,263.6,60.3%,69.4%,52.0%,78.5%,5.3,1.9,2015,serve,,,,,
48,Albert Ramos-Vinolas,263.5,63.4%,67.9%,53.5%,77.3%,3.6,2.2,2015,serve,,,,,
49,Thomaz Bellucci,263.1,58.3%,71.6%,52.0%,78.8%,5.9,3.5,2015,serve,,,,,
50,Santiago Giraldo,262.7,69.0%,67.1%,49.5%,75.7%,2.7,1.3,2015,serve,,,,,
1,Ivo Karlovic,313.7,66.8%,84.1%,54.4%,92.7%,18.5,2.8,2014,serve,,,,,
2,John Isner,313.1,68.2%,78.8%,57.4%,93.1%,17.4,1.8,2014,serve,,,,,
3,Milos Raonic,301.4,61.4%,82.6%,54.0%,90.0%,16.5,3.1,2014,serve,,,,,
4,Roger Federer,297.4,63.8%,78.6%,57.8%,90.7%,8.0,1.5,2014,serve,,,,,
5,Andrey Rublev,294.6,63.4%,77.8%,57.7%,91.7%,4.0,0.0,2014,serve,,,,,
6,Novak Djokovic,290.5,66.7%,75.0%,56.4%,87.7%,6.2,1.5,2014,serve,,,,,
7,Sam Querrey,289.7,60.7%,79.1%,51.6%,86.7%,14.4,2.8,2014,serve,,,,,
8,Bernard Tomic,289.4,67.1%,74.6%,54.2%,85.3%,9.3,1.1,2014,serve,,,,,
9,Jo-Wilfried Tsonga,289.1,61.8%,77.1%,54.5%,87.3%,10.7,2.3,2014,serve,,,,,
10,Kevin Anderson,287.1,66.0%,75.4%,51.0%,85.9%,11.7,2.9,2014,serve,,,,,
11,Rafael Nadal,284.7,70.2%,72.2%,55.4%,85.3%,3.1,1.5,2014,serve,,,,,
12,Feliciano Lopez,283.8,60.0%,77.7%,52.9%,86.3%,10.0,3.1,2014,serve,,,,,
13,Grigor Dimitrov,282.8,60.7%,77.4%,53.6%,86.5%,7.8,3.2,2014,serve,,,,,
