Year,Player,Standing,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match
2015,Nick Kyrgios,11,287.9,64.1,75.5,52.7,86.9,12.1,3.4
2015,Richard Gasquet,12,284.0,62.6,76.0,55.3,86.4,5.5,1.8
2015,Marin Cilic,13,283.4,58.7,78.2,51.9,85.2,12.0,2.6
2015,Vasek Pospisil,14,282.6,58.4,77.6,53.0,86.1,10.8,3.3
2015,Feliciano Lopez,15,281.3,57.3,76.5,53.5,84.9,12.7,3.6
2015,Leonardo Mayer,16,281.2,64.0,74.5,53.6,85.4,6.7,3.0
2015,Steve Johnson,17,280.7,59.8,75.9,53.7,84.3,9.8,2.8
2015,Bernard Tomic,18,280.6,66.2,72.8,50.3,83.7,9.1,1.5
2015,Stan Wawrinka,19,279.9,56.4,76.4,55.6,86.0,8.0,2.5
2015,Gael Monfils,20,279.7,64.1,73.6,51.7,84.4,8.9,3.0
2015,Simone Bolelli,21,279.4,66.1,72.1,54.5,84.1,4.2,1.6
2015,Rafael Nadal,22,279.1,68.0,71.7,55.4,83.3,2.8,2.1
2015,Tomas Berdych,23,278.6,56.4,77.4,54.5,84.9,7.4,2.0
2015,Fernando Verdasco,24,277.9,64.6,73.8,52.2,83.7,7.7,4.1
2015,Andy Murray,25,277.8,61.9,75.2,52.2,84.0,6.7,2.2
2015,Roberto Bautista Agut,26,277.3,64.9,71.7,55.7,83.1,3.8,1.9
2015,Kei Nishikori,27,277.3,59.9,74.8,54.7,85.8,4.6,2.5
2015,Philipp Kohlschreiber,28,277.0,63.0,71.6,56.6,82.0,5.3,1.5
2015,Viktor Troicki,29,276.4,63.4,74.2,50.0,80.8,10.0,2.0
2015,Grigor Dimitrov,30,276.0,62.0,75.2,51.7,82.6,7.3,2.8
2015,Dominic Thiem,31,273.9,57.0,74.7,54.8,83.8,5.9,2.3
2015,Jeremy Chardy,32,273.3,62.2,74.7,51.3,81.9,7.5,4.3
2015,Jiri Vesely,33,272.8,64.8,72.1,51.7,80.4,6.8,3.0
2015,Jerzy Janowicz,34,271.8,65.7,72.5,47.7,81.1,9.3,4.5
2015,Alexandr Dolgopolov,35,270.2,59.0,74.1,51.8,81.1,7.0,2.8
2015,Denis Istomin,36,270.0,63.7,72.0,50.8,79.2,5.6,1.3
2015,Sergiy Stakhovsky,37,269.2,61.9,71.7,50.6,80.9,6.5,2.4
2015,Jack Sock,38,268.9,56.8,75.2,52.9,83.2,5.9,5.1
2015,David Ferrer,39,265.5,62.4,70.1,53.7,80.0,2.2,2.9
2015,Nicolas Almagro,40,265.4,57.2,73.4,50.6,79.6,7.6,3.0
2015,Pablo Cuevas,41,265.2,60.1,70.3,51.9,79.9,5.8,2.8
2015,Ricardas Berankis,42,264.5,57.3,72.2,53.0,80.4,5.4,3.8
2015,Marcos Baghdatis,43,264.3,54.5,74.6,51.1,79.9,7.8,3.6
2015,Adrian Mannarino,44,264.3,61.4,70.8,52.1,78.1,4.4,2.5
2015,Juan Monaco,45,263.9,72.7,63.7,52.6,74.2,2.1,1.4
2015,Tommy Robredo,46,263.7,62.7,70.4,51.4,77.5,3.7,2.0
2015,Pablo Carreno Busta,47,263.6,60.3,69.4,52.0,78.5,5.3,1.9
2015,Albert Ramos-Vinolas,48,263.5,63.4,67.9,53.5,77.3,3.6,2.2
2015,Thomaz Bellucci,49,263.1,58.3,71.6,52.0,78.8,5.9,3.5
2015,Santiago Giraldo,50,262.7,69.0,67.1,49.5,75.7,2.7,1.3
2014,Ivo Karlovic,1,313.7,66.8,84.1,54.4,92.7,18.5,2.8
2014,John Isner,2,313.1,68.2,78.8,57.4,93.1,17.4,1.8
2014,Milos Raonic,3,301.4,61.4,82.6,54.0,90.0,16.5,3.1
2014,Roger Federer,4,297.4,63.8,78.6,57.8,90.7,8.0,1.5
2014,Andrey Rublev,5,294.6,63.4,77.8,57.7,91.7,4.0,0.0
2014,Novak Djokovic,6,290.5,66.7,75.0,56.4,87.7,6.2,1.5
2014,Sam Querrey,7,289.7,60.7,79.1,51.6,86.7,14.4,2.8
2014,Bernard Tomic,8,289.4,67.1,74.6,54.2,85.3,9.3,1.1
2014,Jo-Wilfried Tsonga,9,289.1,61.8,77.1,54.5,87.3,10.7,2.3
2014,Kevin Anderson,10,287.1,66.0,75.4,51.0,85.9,11.7,2.9
2014,Rafael Nadal,11,284.7,70.2,72.2,55.4,85.3,3.1,1.5
2014,Feliciano Lopez,12,283.8,60.0,77.7,52.9,86.3,10.0,3.1
2014,Grigor Dimitrov,13,282.8,60.7,77.4,53.6,86.5,7.8,3.2
2014,Richard Gasquet,14,281.9,65.4,72.8,56.1,83.5,5.8,1.7
2014,Tomas Berdych,15,281.6,57.6,78.3,53.8,86.3,8.2,2.6
2014,Ernests Gulbis,16,280.4,60.2,78.0,50.5,84.9,10.5,3.7
2014,Stan Wawrinka,17,280.4,55.5,78.8,54.3,85.9,8.6,2.7
2014,Tommy Robredo,18,279.7,64.3,73.7,54.0,84.6,5.1,2.0
2014,Marin Cilic,19,278.5,56.7,78.9,50.4,84.9,10.4,2.8
2014,Denis Istomin,20,278.1,68.1,72.0,51.0,81.6,7.0,1.6
2014,Jack Sock,21,277.7,58.9,76.0,54.1,86.2,6.4,3.9
2014,Philipp Kohlschreiber,22,277.1,59.4,73.3,56.0,84.3,5.7,1.6
2014,Steve Johnson,23,276.3,59.1,75.4,51.7,84.4,8.2,2.5
2014,Gael Monfils,24,275.2,64.7,73.4,50.3,82.3,8.6,4.1
2014,Vasek Pospisil,25,275.2,59.3,75.3,51.9,83.2,9.3,3.8
2014,Roberto Bautista Agut,26,273.3,69.0,69.6,52.9,81.1,2.7,2.0
2014,Leonardo Mayer,27,273.3,60.0,74.9,53.5,82.4,6.6,4.1
2014,Kei Nishikori,28,272.9,60.4,73.4,53.7,83.9,4.3,2.8
2014,Julien Benneteau,29,272.8,64.2,72.4,49.9,81.6,7.6,2.9
2014,Jeremy Chardy,30,272.3,58.9,76.6,50.1,82.2,8.5,4.0
2014,Edouard Roger-Vasselin,31,271.4,66.6,70.1,51.1,81.6,4.3,2.3
2014,Fernando Verdasco,32,271.4,65.9,71.7,50.9,81.9,5.7,4.7
2014,Alexandr Dolgopolov,33,270.4,55.1,75.5,51.9,81.5,8.5,2.1
2014,Ivan Dodig,34,269.0,58.7,75.4,49.1,80.7,8.5,3.4
2014,Federico Delbonis,35,268.6,62.2,70.9,53.3,80.7,4.1,2.6
2014,Andy Murray,36,268.6,59.7,73.9,50.9,80.8,6.0,2.7
2014,Yen-Hsun Lu,37,267.9,64.0,70.9,52.4,79.8,3.8,3.0
2014,Nicolas Mahut,38,267.5,60.7,72.6,49.9,80.0,7.7,3.4
2014,Jan-Lennard Struff,39,266.6,58.5,73.6,50.5,80.1,6.2,2.3
2014,Sergiy Stakhovsky,40,266.5,63.7,72.9,47.3,79.7,6.3,3.4
2014,Jiri Vesely,41,265.7,62.7,71.4,51.6,78.4,5.7,4.1
2014,Benjamin Becker,42,264.6,58.6,73.9,49.4,79.4,6.2,2.9
2014,Radek Stepanek,43,264.0,59.8,72.3,50.5,79.0,5.8,3.4
2014,Santiago Giraldo,44,263.4,63.4,69.8,50.0,77.9,3.7,1.4
2014,David Ferrer,45,262.8,63.0,69.0,52.4,78.7,2.2,2.5
2014,Dmitry Tursunov,46,262.0,61.1,69.0,50.9,78.5,5.6,3.1
2014,Juan Monaco,47,261.2,69.9,64.1,53.5,73.4,1.9,1.6
2014,David Goffin,48,261.1,55.7,73.1,51.2,78.6,6.1,3.6
2014,Jerzy Janowicz,49,261.1,60.0,73.6,47.1,78.5,8.6,6.7
2014,Jarkko Nieminen,50,261.1,64.8,70.1,49.0,76.6,3.2,2.6
2013,John Isner,1,307.0,67.8,78.4,56.2,90.0,16.3,1.7
2013,Milos Raonic,2,300.5,62.6,81.7,53.2,91.3,14.7,3.0
2013,Novak Djokovic,3,293.0,65.8,74.9,59.6,88.0,6.3,1.6
2013,Rafael Nadal,4,288.5,69.4,73.0,56.8,88.1,2.7,1.5
2013,Kevin Anderson,5,287.6,64.5,75.9,53.7,85.6,10.9,3.0
2013,Jo-Wilfried Tsonga,6,286.7,63.1,76.0,53.4,88.0,8.3,2.1
2013,Roger Federer,7,285.7,62.7,76.4,55.3,86.6,6.4,1.7
2013,Juan Martin del Potro,8,284.7,64.8,74.5,53.9,86.5,7.1,2.1
2013,Daniel Brands,9,284.6,66.9,73.0,53.8,84.6,8.5,2.2
2013,Bernard Tomic,10,281.1,67.9,71.6,51.4,83.5,8.0,1.3
2013,Nicolas Almagro,11,280.3,56.7,77.8,53.8,84.9,9.6,2.5
2013,Sam Querrey,12,280.1,59.9,79.0,48.2,83.8,12.8,3.6
2013,Tomas Berdych,13,279.9,58.6,77.7,51.8,86.0,8.1,2.3
2013,Philipp Kohlschreiber,14,279.1,59.4,74.7,55.6,84.7,6.5,1.8
2013,Marin Cilic,15,278.8,56.1,76.5,55.9,84.3,8.4,2.4
2013,Andy Murray,16,278.5,62.3,74.5,52.2,84.5,7.2,2.2
2013,Vasek Pospisil,17,278.2,54.7,79.3,51.4,85.6,11.2,4.0
2013,Grigor Dimitrov,18,277.8,61.7,76.1,51.2,83.5,8.1,2.8
2013,Stan Wawrinka,19,277.6,59.7,73.9,55.0,84.7,6.9,2.6
2013,Feliciano Lopez,20,277.3,58.5,74.8,53.0,83.5,11.1,3.6
2013,Jerzy Janowicz,21,275.9,60.8,76.2,50.0,83.5,10.7,5.3
2013,Tommy Haas,22,275.6,61.1,74.2,53.9,83.6,6.1,3.3
2013,Richard Gasquet,23,275.1,60.5,73.8,54.2,83.2,6.1,2.7
2013,Denis Istomin,24,274.0,63.6,72.0,51.8,82.3,6.3,2.0
2013,Ernests Gulbis,25,273.6,61.0,76.4,48.9,83.1,7.8,3.6
2013,Ivan Dodig,26,273.4,59.6,74.0,52.0,81.5,9.3,3.0
2013,Gael Monfils,27,270.9,66.0,71.5,49.1,80.3,7.7,3.7
2013,Igor Sijsling,28,269.9,57.9,75.3,49.6,80.2,8.9,2.0
2013,Victor Hanescu,29,269.8,70.3,67.7,50.7,78.6,3.6,1.1
2013,Fernando Verdasco,30,269.0,61.5,72.6,52.9,81.1,5.9,5.0
2013,Jeremy Chardy,31,268.7,60.6,74.1,49.5,81.4,8.3,5.2
2013,Janko Tipsarevic,32,266.6,57.6,72.0,52.2,80.8,6.2,2.2
2013,Robin Haase,33,266.1,62.0,71.7,48.8,80.4,6.0,2.8
2013,Marcos Baghdatis,34,265.6,52.9,75.0,52.1,82.3,7.6,4.3
2013,Carlos Berlocq,35,265.4,67.8,69.3,51.1,76.2,3.3,2.3
2013,David Ferrer,36,265.3,62.8,70.1,53.0,78.5,3.2,2.3
2013,Tommy Robredo,37,265.2,60.9,71.3,52.0,78.7,4.5,2.2
2013,Mikhail Youzhny,38,265.1,62.4,70.4,50.5,79.9,4.4,2.5
2013,Julien Benneteau,39,264.4,64.0,69.9,50.1,77.2,6.0,2.8
2013,Dmitry Tursunov,40,264.4,57.2,74.4,49.0,81.0,7.4,4.6
2013,Edouard Roger-Vasselin,41,264.2,63.7,70.1,50.1,78.9,3.9,2.5
2013,Roberto Bautista Agut,42,264.1,71.1,64.9,52.2,75.4,2.2,1.7
2013,Yen-Hsun Lu,43,264.0,62.8,70.2,51.8,78.5,3.9,3.2
2013,Evgeny Donskoy,44,263.5,57.6,72.8,49.4,80.4,5.8,2.5
2013,Santiago Giraldo,45,263.1,63.6,68.7,51.0,77.4,4.2,1.8
2013,Florian Mayer,46,262.9,63.4,68.5,50.6,77.7,4.4,1.7
2013,Jurgen Melzer,47,262.7,65.6,67.7,50.3,77.4,4.5,2.8
2013,Jarkko Nieminen,48,262.5,65.9,67.5,50.8,77.2,3.3,2.2
2013,Karen Khachanov,49,261.9,62.2,69.4,50.4,75.9,6.6,2.6
2013,Juan Monaco,50,261.3,69.5,64.7,53.3,73.7,2.0,1.9
2012,John Isner,1,309.3,68.7,77.8,56.6,91.6,16.8,2.2
2012,Milos Raonic,2,305.0,61.7,82.3,55.5,92.7,16.2,3.4
2012,Roger Federer,3,298.3,62.9,77.7,59.9,91.0,8.3,1.5
2012,Ivo Karlovic,4,296.9,64.9,79.1,51.6,87.3,16.9,2.9
2012,Rafael Nadal,5,289.0,67.4,74.6,57.1,87.8,3.3,1.2
2012,Juan Martin del Potro,6,287.3,64.7,75.1,54.6,87.5,7.5,2.1
2012,Gilles Muller,7,286.8,61.2,80.5,49.0,85.8,13.3,3.0
2012,Novak Djokovic,8,286.7,64.2,74.9,56.4,87.0,5.9,1.7
2012,Kevin Anderson,9,285.9,63.6,75.4,53.3,85.4,11.4,3.2
2012,Andy Roddick,10,285.7,66.2,74.8,53.1,84.2,9.2,1.8
2012,Jo-Wilfried Tsonga,11,283.6,61.9,75.8,53.1,86.1,8.6,1.9
2012,Tomas Berdych,12,282.5,58.7,77.5,53.3,86.9,8.4,2.3
2012,Nicolas Almagro,13,281.5,57.1,76.8,55.1,85.8,8.7,2.0
2012,Sam Querrey,14,280.7,57.6,79.8,50.3,85.3,11.6,3.9
2012,Philipp Kohlschreiber,15,280.5,60.3,73.8,55.9,84.8,7.6,1.9
2012,David Ferrer,16,279.9,63.4,73.1,56.7,85.5,3.3,2.1
2012,Feliciano Lopez,17,279.3,57.1,77.4,52.0,86.0,10.2,3.4
2012,Richard Gasquet,18,279.0,63.2,72.8,55.6,83.8,5.5,1.9
2012,Mardy Fish,19,278.1,53.1,77.8,54.9,85.1,9.7,2.5
2012,Andy Murray,20,277.1,59.9,74.0,54.4,83.9,7.2,2.3
2012,Janko Tipsarevic,21,276.2,57.8,75.3,54.4,83.2,7.8,2.3
2012,Denis Istomin,22,274.9,64.5,71.4,52.8,80.7,7.1,1.6
2012,Grigor Dimitrov,23,273.9,62.2,72.6,52.9,81.8,7.2,2.8
2012,Fernando Verdasco,24,272.5,68.9,70.3,51.1,81.4,4.6,3.8
2012,Tommy Haas,25,271.4,60.0,74.5,51.8,82.3,6.2,3.4
2012,Ryan Harrison,26,269.6,61.8,71.4,52.1,80.5,6.5,2.7
2012,Stan Wawrinka,27,269.3,55.8,73.0,53.2,82.4,7.6,2.7
2012,Lukas Rosol,28,269.1,58.9,74.0,50.5,81.6,7.2,3.1
2012,Edouard Roger-Vasselin,29,268.7,64.3,71.4,50.3,80.4,5.0,2.7
2012,Mikhail Youzhny,30,268.6,62.2,71.4,52.5,80.2,4.4,2.1
2012,Santiago Giraldo,31,268.3,66.1,67.3,53.3,79.8,2.7,0.9
2012,Xavier Malisse,32,268.3,58.2,73.6,51.6,79.9,7.0,2.0
2012,Nicolas Mahut,33,268.1,61.0,72.2,50.2,79.4,8.0,2.7
2012,Alexandr Dolgopolov,34,267.7,53.5,75.4,52.2,81.0,7.8,2.2
2012,Julien Benneteau,35,267.5,65.4,71.0,48.9,79.3,6.8,3.9
2012,Sergiy Stakhovsky,36,266.2,59.4,71.2,51.9,80.3,6.5,3.1
2012,Jeremy Chardy,37,265.8,56.3,74.4,50.2,81.6,7.4,4.1
2012,Steve Darcis,38,265.3,63.9,68.8,52.3,77.3,4.2,1.2
2012,Marin Cilic,39,264.9,55.1,72.4,53.2,80.6,6.3,2.7
2012,Marcos Baghdatis,40,264.8,54.8,73.4,52.7,80.6,6.5,3.2
2012,Florian Mayer,41,264.8,61.0,70.6,52.3,78.1,4.0,1.2
2012,Juan Monaco,42,264.7,68.4,66.9,52.7,77.0,1.7,2.0
2012,Kei Nishikori,43,264.5,64.1,68.9,53.2,78.2,2.6,2.5
2012,Bernard Tomic,44,264.4,66.4,67.2,50.2,77.1,5.0,1.5
2012,Andreas Seppi,45,263.8,60.9,70.5,51.9,77.8,4.5,1.8
2012,Radek Stepanek,46,263.5,61.7,69.8,51.5,79.0,4.7,3.2
2012,Thomaz Bellucci,47,261.8,57.2,70.5,52.3,78.8,5.8,2.8
2012,Yen-Hsun Lu,48,261.2,60.0,72.2,50.1,77.9,4.7,3.7
2012,Lukas Lacko,49,260.7,60.4,70.9,49.8,75.4,6.2,2.0
2012,Paul-Henri Mathieu,50,260.5,53.5,74.7,52.2,79.5,4.9,4.3
2011,John Isner,1,304.2,69.1,77.0,55.4,90.7,14.7,2.7
2011,Ivo Karlovic,2,301.8,66.4,80.3,50.2,90.0,17.6,2.7
2011,Milos Raonic,3,295.5,64.1,78.9,52.9,88.2,13.6,2.2
2011,Roger Federer,4,294.7,63.7,78.7,57.1,89.6,6.9,1.3
2011,Andy Roddick,5,294.4,65.2,76.8,55.7,86.6,12.1,2.0
2011,Kevin Anderson,6,290.4,67.0,75.2,53.7,85.7,10.9,2.1
2011,Juan Martin del Potro,7,287.6,61.9,76.3,55.4,88.2,7.8,2.0
2011,Jo-Wilfried Tsonga,8,286.6,61.4,78.0,52.5,86.5,10.8,2.6
2011,Novak Djokovic,9,284.1,65.3,74.1,55.6,86.4,4.6,1.9
2011,Feliciano Lopez,10,282.6,57.9,77.6,53.0,85.6,12.2,3.7
2011,Rafael Nadal,11,280.7,67.7,71.2,56.7,83.3,3.4,1.6
2011,Robin Soderling,12,280.6,62.5,75.5,52.8,84.5,8.0,2.7
2011,Mardy Fish,13,278.7,58.6,75.7,54.5,84.2,7.4,1.7
2011,Tomas Berdych,14,277.4,57.5,77.7,52.8,84.8,6.6,2.0
2011,Ivan Ljubicic,15,277.1,56.8,77.2,51.6,83.0,10.3,1.8
2011,Janko Tipsarevic,16,274.7,56.2,75.3,55.4,84.2,6.0,2.4
2011,Richard Gasquet,17,274.5,63.6,72.3,53.1,82.1,5.6,2.2
2011,Nicolas Almagro,18,273.1,55.9,76.2,53.4,82.4,7.8,2.6
2011,David Ferrer,19,272.8,60.8,72.3,55.4,83.4,3.6,2.7
2011,Gael Monfils,20,272.5,63.5,72.0,51.6,81.2,7.8,3.6
2011,Fernando Verdasco,21,271.8,68.6,70.5,50.2,80.9,5.5,3.9
2011,Marin Cilic,22,271.7,54.1,75.9,54.4,82.9,7.0,2.6
2011,Michael Llodra,23,271.5,62.4,74.3,49.5,81.4,7.2,3.3
2011,Tommy Robredo,24,269.6,62.5,70.4,55.0,80.3,3.8,2.4
2011,Stan Wawrinka,25,269.4,60.9,70.9,53.7,80.1,6.2,2.4
2011,Andy Murray,26,269.0,58.6,74.9,49.8,80.4,7.6,2.3
2011,Xavier Malisse,27,267.9,58.1,74.4,51.0,79.7,6.3,1.6
2011,Ernests Gulbis,28,267.7,61.1,74.4,47.0,80.2,9.3,4.3
2011,Philipp Petzschner,29,267.4,54.6,75.4,51.7,81.5,7.2,3.0
2011,Julien Benneteau,30,267.1,64.3,71.1,49.4,79.8,5.8,3.3
2011,Potito Starace,31,266.7,70.7,66.0,51.5,77.4,2.6,1.5
2011,Philipp Kohlschreiber,32,266.2,58.5,71.6,52.8,80.2,5.9,2.8
2011,Alex Bogomolov Jr.,33,265.6,70.6,66.9,50.2,78.2,2.5,2.8
2011,Juan Carlos Ferrero,34,264.5,62.6,65.9,57.3,77.7,2.9,1.9
2011,Victor Hanescu,35,264.4,66.5,68.9,50.7,76.2,3.9,1.8
2011,Michael Berrer,36,264.0,64.1,70.6,49.4,77.8,5.0,2.9
2011,Marcos Baghdatis,37,263.8,51.5,76.1,51.8,79.8,7.5,2.9
2011,Thomaz Bellucci,38,263.2,61.0,71.7,48.9,78.0,6.3,2.7
2011,Jurgen Melzer,39,262.7,62.7,68.9,50.9,77.6,5.0,2.4
2011,Radek Stepanek,40,262.7,61.3,70.6,51.6,78.4,3.6,2.8
2011,Igor Andreev,41,261.9,60.0,71.1,50.5,78.5,4.8,3.0
2011,Florian Mayer,42,261.4,60.6,70.3,51.2,77.6,3.7,2.0
2011,Grigor Dimitrov,43,261.2,60.4,71.3,50.6,77.2,5.4,3.7
2011,Robin Haase,44,261.1,59.8,69.8,49.9,76.9,7.4,2.7
2011,Alexandr Dolgopolov,45,261.0,50.5,75.8,50.9,78.6,8.3,3.1
2011,Mikhail Youzhny,46,260.9,61.2,69.0,52.3,77.5,3.7,2.8
2011,Ivan Dodig,47,260.8,58.6,71.4,49.3,77.0,7.6,3.1
2011,Santiago Giraldo,48,260.8,63.4,67.8,50.9,76.3,3.7,1.3
2011,Dmitry Tursunov,49,260.3,60.6,69.8,50.2,77.2,6.6,4.1
2011,Sergiy Stakhovsky,50,260.2,62.2,69.7,49.7,75.0,5.5,1.9
2010,Andy Roddick,1,306.5,68.5,79.2,56.9,91.1,12.3,1.5
2010,John Isner,2,304.9,69.3,75.7,54.9,89.8,17.5,2.3
2010,Rafael Nadal,3,294.4,67.1,75.4,59.5,90.1,3.8,1.5
2010,Roger Federer,4,292.7,61.9,78.2,56.3,89.3,8.4,1.4
2010,Jo-Wilfried Tsonga,5,285.9,62.4,76.4,53.1,86.0,10.7,2.7
2010,Sam Querrey,6,284.1,61.0,78.6,49.9,86.2,11.8,3.4
2010,Tomas Berdych,7,282.8,56.5,79.1,54.8,86.8,8.0,2.4
2010,Thiemo de Bakker,8,282.3,61.2,75.0,53.4,84.5,9.8,1.6
2010,Robin Soderling,9,281.8,59.5,78.0,51.7,86.0,9.9,3.3
2010,Mardy Fish,10,281.5,55.4,79.5,53.1,84.9,10.9,2.3
2010,Kevin Anderson,11,280.9,66.3,75.4,50.0,82.8,9.6,3.2
2010,Ernests Gulbis,12,279.7,63.2,76.1,50.4,84.3,8.9,3.2
2010,Michael Llodra,13,279.6,62.3,75.7,52.1,83.5,9.1,3.1
2010,Nicolas Almagro,14,279.3,60.1,74.5,54.3,84.3,8.1,2.0
2010,Victor Hanescu,15,279.1,71.6,70.8,50.5,81.6,6.2,1.6
2010,Ivan Ljubicic,16,278.7,59.4,76.4,49.2,84.0,11.7,2.0
2010,Juan Carlos Ferrero,17,278.4,71.7,68.3,56.5,80.8,2.2,1.1
2010,Feliciano Lopez,18,277.1,57.1,77.0,50.8,85.0,10.5,3.3
2010,Richard Gasquet,19,276.7,61.3,74.1,54.2,84.0,5.8,2.7
2010,Gael Monfils,20,275.4,62.8,73.2,51.1,82.7,9.3,3.7
2010,Stan Wawrinka,21,274.8,57.1,75.1,53.8,84.4,6.9,2.5
2010,Denis Istomin,22,274.7,66.1,70.5,53.2,79.7,6.7,1.5
2010,Philipp Kohlschreiber,23,274.5,61.8,74.5,51.3,82.6,6.6,2.3
2010,Jurgen Melzer,24,274.4,60.9,72.0,54.9,82.7,6.3,2.4
2010,Marin Cilic,25,274.0,57.5,74.4,53.3,84.1,7.2,2.5
2010,Jarkko Nieminen,26,274.0,70.3,69.7,50.9,81.2,4.0,2.1
2010,Andy Murray,27,273.8,54.1,77.3,52.8,83.6,8.4,2.4
2010,Potito Starace,28,273.3,73.8,66.0,53.0,78.7,2.7,0.9
2010,David Ferrer,29,272.6,65.0,69.7,55.2,81.4,3.0,1.7
2010,Nikolay Davydenko,30,271.9,65.5,71.6,51.4,81.8,4.1,2.5
2010,Leonardo Mayer,31,271.1,61.0,73.6,51.8,81.2,6.8,3.3
2010,Janko Tipsarevic,32,270.7,57.8,72.7,53.5,81.7,7.0,2.0
2010,Benjamin Becker,33,270.0,57.6,76.4,50.1,80.7,7.9,2.7
2010,Radek Stepanek,34,269.5,63.3,70.7,53.3,80.2,5.0,3.0
2010,Viktor Troicki,35,269.5,60.2,74.4,48.9,79.9,9.0,2.9
2010,Novak Djokovic,36,269.4,64.1,70.8,52.0,82.2,4.2,3.9
2010,Florian Mayer,37,269.4,63.4,70.8,52.2,80.4,4.3,1.7
2010,Mikhail Youzhny,38,268.5,63.1,70.9,52.4,80.5,4.3,2.7
2010,Fernando Verdasco,39,268.0,67.0,71.1,49.1,80.2,5.4,4.8
2010,Santiago Giraldo,40,267.5,61.8,69.7,52.8,80.1,4.8,1.7
2010,Tommy Robredo,41,267.5,64.2,69.6,53.6,77.9,4.3,2.1
2010,Gilles Simon,42,266.4,55.8,74.9,51.8,80.3,6.1,2.5
2010,Michael Berrer,43,266.1,63.7,71.6,48.8,79.7,5.2,2.9
2010,Xavier Malisse,44,265.9,57.3,73.8,50.4,79.4,7.1,2.1
2010,James Blake,45,265.7,57.7,72.7,52.1,80.8,5.2,2.8
2010,Daniel Gimeno-Traver,46,265.7,59.1,71.9,52.0,79.9,5.7,2.9
2010,Albert Montanes,47,265.3,61.8,70.7,51.7,79.6,4.0,2.5
2010,Philipp Petzschner,48,265.3,55.8,74.5,50.1,79.9,7.5,2.5
2010,Marcos Baghdatis,49,264.2,51.6,75.8,52.2,80.2,7.3,2.9
2010,Alexandr Dolgopolov,50,263.6,54.7,72.7,52.3,78.1,8.6,2.8
2009,Ivo Karlovic,1,316.1,67.1,84.8,53.6,92.2,20.7,2.3
2009,Andy Roddick,2,308.3,70.1,79.1,57.2,90.8,12.5,1.4
2009,John Isner,3,299.4,66.8,75.1,56.3,89.2,14.5,2.5
2009,Roger Federer,4,296.4,62.5,79.4,57.0,90.1,9.3,1.9
2009,Jo-Wilfried Tsonga,5,294.3,63.5,79.5,54.0,89.3,10.3,2.3
2009,Fernando Gonzalez,6,286.0,63.3,76.6,52.7,88.0,8.3,2.9
2009,Sam Querrey,7,285.6,59.6,79.1,52.2,86.1,11.5,2.9
2009,Michael Llodra,8,283.4,63.7,76.5,51.9,84.8,9.1,2.6
2009,Robin Soderling,9,283.4,59.8,77.7,54.0,86.0,8.6,2.7
2009,Ivan Ljubicic,10,283.0,59.3,77.9,50.8,85.2,11.6,1.8
2009,Fernando Verdasco,11,282.2,69.2,72.3,53.7,84.6,6.1,3.7
2009,Rafael Nadal,12,281.0,67.7,71.0,57.0,83.7,2.9,1.3
2009,Gael Monfils,13,279.4,62.3,75.6,50.2,84.4,9.2,2.3
2009,Juan Martin del Potro,14,279.1,61.6,74.5,53.2,84.2,8.2,2.6
2009,Tommy Haas,15,278.8,60.3,76.5,52.6,85.2,9.1,4.9
2009,Andy Murray,16,278.8,58.0,76.3,53.7,85.3,7.7,2.2
2009,Nikolay Davydenko,17,278.2,67.4,71.3,54.6,83.2,3.9,2.2
2009,Mardy Fish,18,277.5,56.4,76.5,52.7,83.2,11.0,2.3
2009,Feliciano Lopez,19,277.5,61.8,74.4,51.8,82.7,9.5,2.7
2009,Philipp Kohlschreiber,20,277.1,65.9,69.6,56.0,82.3,5.2,1.9
2009,Novak Djokovic,21,276.5,63.0,72.8,53.7,84.5,5.3,2.8
2009,Nicolas Almagro,22,275.0,58.7,74.7,51.9,82.0,10.2,2.5
2009,Leonardo Mayer,23,274.4,59.8,75.1,52.7,82.8,6.6,2.6
2009,Marin Cilic,24,273.7,56.2,75.1,53.7,83.6,7.8,2.7
2009,Jeremy Chardy,25,273.0,58.9,75.0,51.8,82.0,8.6,3.3
2009,Victor Hanescu,26,273.0,69.2,69.4,51.5,80.0,4.6,1.7
2009,Pablo Cuevas,27,272.4,63.7,72.5,51.5,79.4,7.5,2.2
2009,Tommy Robredo,28,271.8,63.2,71.5,54.0,81.0,4.2,2.1
2009,Benjamin Becker,29,271.2,56.8,76.6,50.3,80.7,9.0,2.2
2009,Tomas Berdych,30,271.0,58.8,74.4,52.6,80.9,6.8,2.5
2009,Marat Safin,31,270.1,55.6,74.6,51.4,81.3,9.9,2.7
2009,Juan Carlos Ferrero,32,269.9,67.0,68.0,53.9,78.3,4.3,1.6
2009,Jurgen Melzer,33,269.8,59.6,74.0,51.0,80.7,6.8,2.3
2009,James Blake,34,269.1,57.3,74.0,52.1,82.4,6.3,3.0
2009,Simone Bolelli,35,269.1,63.5,69.2,53.1,80.1,4.6,1.4
2009,Gilles Simon,36,268.7,54.7,74.4,53.8,81.9,5.9,2.0
2009,Stan Wawrinka,37,268.1,58.2,72.8,51.8,80.9,7.0,2.6
